id,pair_id,pair_suffix,label,original_split,assigned_split,text
5.2646.H,5.2646,H,1,train,test,Qual apresentador é esnobe? Otavirano as Costas.
5.436.H,5.436,H,1,train,validation,Quando o Coringa ficou rico? Quando jogou e acertou na arleQuina.
4.228.N,4.228,N,0,train,train,Como é que um brasileiro pede licença a um francês? Sai-me do caminho!
5.2160.N,5.2160,N,0,train,train,Qual é a figura geométrica que tem um formato muito ruim? O paralelepípedo
4.216.N,4.216,N,0,train,validation,"Quanto tinha 11 anos só queria receber uma carta de Hogwarts a dizer que eu era um feiticeiro . Enfim, não se pode ter tudo."
5.1848.N,5.1848,N,0,train,train,Qual meio de transporte favorito dos ursos? Patas traseiras.
5.1972.H,5.1972,H,1,train,test,Qual o item que se encontra em pior estado na sua casa? All Mofada
5.3469.H,5.3469,H,1,train,validation,Qual atriz brasileira na verdade é um travesti? Marina é Ruy Barbosa.
5.2761.H,5.2761,H,1,train,train,Qual a banda que nunca passou no crédito? The Beatles.
5.148.N,5.148,N,0,train,train,Qual é o cantor favorito dos brasileiros? Toquinho.
5.3035.H,5.3035,H,1,train,test,Qual o romance do metalúrgico deprimido? Tristão & Solda.
5.743.N,5.743,N,0,train,train,Como se chamava o camponês que era forçado por um nobre a perseguir um ex-vocalista da Banda Eva? Jonas.
4.32.N,4.32,N,0,train,train,"Era uma vez duas pizzas . Uma estava triste, então a outra vira-se: sorri."
5.3820.N,5.3820,N,0,train,test,"A menina dormiu muito, qual o nome do filme? Alice no país das maravilhas."
5.764.N,5.764,N,0,train,train,"Qual o carro heróico, defensor dos fracos e oprimidos, que foi inventado na época da Pangeia? Fusca."
5.3691.N,5.3691,N,0,train,train,O que o Jaspion foi fazer em Buenos Aires? Foi visitar.
4.682.H,4.682,H,1,train,test,Como se chama o guia espiritual dos fumadores? Dáláí Lume.
4.102.N,4.102,N,0,train,train,O que é um leitão? Um porco que é ainda novo.
5.3098.H,5.3098,H,1,train,test,Qual o mais belo ator de pegadinhas? Divo Holanda.
2.1.N,2.1,N,0,train,train,Sabe como chama a sorveteria do Michel Teló? Aí se eu Te Pego.
5.1172.H,5.1172,H,1,train,validation,Como foi que o Seu Siriguejo emagreceu? Fazendo diet low crab.
5.3282.N,5.3282,N,0,train,train,Qual atriz está em um app de relacionamento? Natália Lage.
5.393.N,5.393,N,0,train,train,Qual apresentador tinha um pequeno sítio? Faustão
5.1562.N,5.1562,N,0,train,train,Qual cachorro que segura a vela? O Labrador.
5.1848.H,5.1848,H,1,train,train,Qual é o jogo de luta preferido dos gaúchos? Mortal Kom Bah Tchê
5.2501.H,5.2501,H,1,train,train,Sabe por que a Gisele Bündchen só anda com roupa amassada? Porque ela cansou de passar elas.
5.3874.H,5.3874,H,1,train,test,Qual a cidade favorita das moscas? Boston.
5.217.N,5.217,N,0,train,train,O que usam para fazer as bonecas Barbie? Aparelho de moldar.
5.2835.N,5.2835,N,0,train,train,Por que os jogos de futebol de campo sempre começam na hora? Porque lá é tudo organizado
4.472.N,4.472,N,0,train,test,Qual é a fruta mais comum nos churrascos? É o abacaxi.
5.2832.H,5.2832,H,1,train,train,Qual filme foi lançado e ninguém foi avisado? Inadvertidamente 
5.3933.H,5.3933,H,1,train,validation,O quê o marido obediente pede quando chega no bar? Um-hum.
5.1375.N,5.1375,N,0,train,train,"O que o espermatozoide falou para o óvulo? "" Deixa eu morar com você? Minha casa é um testículo . """
4.287.H,4.287,H,1,train,train,O que diz um ouriço quando entra na casa de banho? Cacheiro!
4.67.H,4.67,H,1,train,train,Porque é que as galinhas não gostam de ralis? Porque não vêem nada capoeira.
5.2400.N,5.2400,N,0,train,train,Qual o jogo favorito de um ator famoso de Hollywood? DO JUDE? Minecraft!
5.1816.H,5.1816,H,1,train,train,Qual comediante é sempre o primeiro? Diego The First
5.988.N,5.988,N,0,train,train,Qual é o mosquito que pica palhaços? É o Aedes.
5.2047.N,5.2047,N,0,train,validation,"Qual conto mostra a história de alguém que acha a esposa linda, mas quando ela o procura de noite, ele nega? A pequena sereia."
5.131.N,5.131,N,0,train,train,Qual cantora não é minha? Sia.
5.529.N,5.529,N,0,train,train,Qual zíper abre e fecha sem parar? O Ziper bom.
5.1421.N,5.1421,N,0,train,train,Qual é o inseto que pode ser usado como forma de pagamento? Aranha.
5.1961.H,5.1961,H,1,train,train,Que cantor é conhecido por seus dedos pequenos? Mindinho Ouro Preto 
5.2304.H,5.2304,H,1,train,validation,Qual é o filme em que o policial fica chutando os ladrões? Um Tira dá Pezada.
5.3177.H,5.3177,H,1,train,train,"Por que o Batman não consegue emprego como ascensorista? Porque ele não sabe subir, só DC."
4.211.H,4.211,H,1,train,train,O que é que os turcos usam para fazer o chá? Instan bule.
5.1829.N,5.1829,N,0,train,validation,Por que o oficial pediu licença bem no dia do bombardeio? Porque ele tinha medo.
5.641.N,5.641,N,0,train,test,Como os índios chamam as mulheres feias? Feias.
5.3740.N,5.3740,N,0,train,train,"O que o Galvão disse quando viu um juíz retirar um jogador do campo? "" Eeergue o braço..."""
5.1782.N,5.1782,N,0,train,validation,Por que o alfaiate foi expulso da balada? Porque ele faltou com respeito.
5.137.H,5.137,H,1,train,train,"Se o Kid Bengala fosse um personagem da Caverna do Dragão, quem o ajudaria a voltar para casa? Mestre dos Bagos."
5.3970.H,5.3970,H,1,train,train,"Por que na crise, as aves não voavam sobre o Japão ? Porque estavam com a Ásia Quebrada."
5.1545.N,5.1545,N,0,train,train,Qual comida que tá sempre faminta? Far ofa.
5.1178.H,5.1178,H,1,train,train,Qual suco é formado em direito? Ades Vogado.
5.1998.N,5.1998,N,0,train,train,Qual é o animal que mais suja crianças? Gambá
4.638.N,4.638,N,0,train,validation,"O amor é como um jogo de sueca . Ou se tem um bom parceiro, ou o melhor mesmo é ter uma boa carta."
5.4064.N,5.4064,N,0,train,train,Qual o legume que toca música? Cenoura.
5.3612.H,5.3612,H,1,train,train,Qual é a loja que fez um muro em volta do doritos? As Lojas Americanas.
5.1820.N,5.1820,N,0,train,test,Que bicho anda acompanhado de mais 3? A Four Miga.
5.3018.N,5.3018,N,0,train,validation,Qual a série que fala de quem é sua mãe? Realmente your mother.
4.608.N,4.608,N,0,train,train,Qual é o passatempo preferido dos músicos? Gravação do disco.
5.2549.N,5.2549,N,0,train,test,Qual mercado vende lagarto? Extra.
5.3666.N,5.3666,N,0,train,train,Qual dublador que não toma banho? Mário Jorge.
5.1686.N,5.1686,N,0,train,test,Qual é a carne que tem vários cortes? Alcatra.
5.2971.N,5.2971,N,0,train,train,Qual a música preferida do Rafael do Polegar? Pelados em Santos.
4.553.H,4.553,H,1,train,train,Como é que se limpa o interior de um vulcão? Com lava tudo.
5.2306.N,5.2306,N,0,train,test,Qual jornalista se especializou em falar de lanche de rua no Rio? Márcio Canuto.
2.20.N,2.20,N,0,train,train,Eu odeio academia . Mas o Tim não.
4.587.H,4.587,H,1,train,train,Porque é que não se pode gozar com um cleptomaníaco? Porque ele leva tudo literalmente.
5.3377.H,5.3377,H,1,train,train,Qual deputado curte garotos novos? Kim cata guri.
4.214.H,4.214,H,1,train,train,Chamei Maria a uma galinha e não consegui parar de rir. Era uma ave Maria cheia de graça.
5.4060.N,5.4060,N,0,train,train,Qual autor bebia para escrever? Nelson Rodrigues.
4.506.H,4.506,H,1,train,train,Em 2018 não corri. Em 2019 não corri. Em 2020 não corri. Em 2021 ainda não corri. Esta piada não correu bem.
4.344.H,4.344,H,1,train,train,O que bebe o Lobo Mau todas as manhãs? Um Capuccino Vermelho.
4.108.N,4.108,N,0,train,test,"Uma feminista perguntou-me de que forma eu via as relações lésbicas . Parece que "" em euforia "" não era a resposta correta ..."
5.3232.H,5.3232,H,1,train,validation,Qual o nome do dente vaidoso? NarSiso.
5.3359.N,5.3359,N,0,train,test,Qual o animal que trabalha bem como carpinteiro? Cupim.
4.315.H,4.315,H,1,train,test,Porque é que a térmita se divorciou? Porque comeu a secretária.
5.406.H,5.406,H,1,train,validation,Como se chama o amigo japonês da dentadura? Corega.
4.492.N,4.492,N,0,train,train,"Qual é o livro preferido dos meninos? "" Onde está o Wally? """
4.129.H,4.129,H,1,train,train,Que nome se dá a uma freira no casino? Católica apostólica.
5.520.H,5.520,H,1,train,train,Porque o elefante sente na pele o atraso das encomendas do carreio? Porque é um PAC-derme.
5.101.N,5.101,N,0,train,validation,Qual é o filme protagonizado por Jim Carrey e um cigarro? Debi e Lóide.
5.97.H,5.97,H,1,train,train,Qual o índio que envia boletos para cantores em grupo? Cacique cobra coral.
5.1891.H,5.1891,H,1,train,train,Qual Pais faz o Ar condicionado Funcionar? ArGelia 
4.112.N,4.112,N,0,train,test,Quando é que os informáticos vão ao dermatologista? Quando têm problemas de pele.
5.4090.N,5.4090,N,0,train,train,Qual a sobremesa mais rica que existe? Torta de Ameixa.
5.176.H,5.176,H,1,train,train,Como o pessoal do Street Fighter comemora o Réveillon? De roupa Blanka.
5.4065.N,5.4065,N,0,train,test,Por que acharam melhor não colocar o Silvio Santos pra apresentar toda a programação do SBT? Porque seria chato.
4.395.H,4.395,H,1,train,train,"Como é que o Simba perdeu a virgindade? Foi lá o Timon, e pumba!"
5.921.N,5.921,N,0,train,train,Qual é o jogo favorito daqueles que têm dificuldade em criar personagens? The Sims.
5.826.N,5.826,N,0,train,train,Como chama o cara que filma a missa? Film maker.
4.16.N,4.16,N,0,train,train,Como é que o Jorge engata mulheres? No bate-papo.
4.538.H,4.538,H,1,train,test,O que aconteceu ao vegan que comeu demasiados legumes? Apanhou uma verdose.
5.3087.N,5.3087,N,0,train,test,Qual remédio é bom pra rir dormindo? Rivotril.
5.3173.H,5.3173,H,1,train,train,Qual médico gosta de funk ? Dr. Drauzio Vrau Nelas.
4.113.H,4.113,H,1,train,train,Porque é que o Pai Natal é tão feliz? Porque sabe onde vivem as meninas marotas.
5.4076.H,5.4076,H,1,train,train,Qual o ator mais chifrado do mundo? Bruno Galhaço.
5.1433.N,5.1433,N,0,train,train,Qual é o cereal que se você coloca no microondas vira pipoca? O milho.
5.3820.H,5.3820,H,1,train,train,"A menina dormiu muito, qual o nome do filme? A sleep no país das maravilhas."
5.612.H,5.612,H,1,train,train,Qual é o atleta que nunca fica no meio? Flavio Canto.
5.465.N,5.465,N,0,train,test,Qual estado brasileiro mais toma refrigerante? Paraná.
4.233.H,4.233,H,1,train,train,As aulas de português são como as de história. O homo sapiens escreve e o troglodita.
5.3278.N,5.3278,N,0,train,train,Como os X-men comemoram os seus 15 anos? Com festa de mutante.
5.3949.H,5.3949,H,1,train,train,Qual a atriz mais perfumada que existe? Joana Avon.
5.1643.H,5.1643,H,1,train,train,Qual é a série que se passa no norte do país? Fresh Prince of Belém.
4.280.N,4.280,N,0,train,validation,Qual é o animal mais estranho? É o Papa-formigas.
5.606.N,5.606,N,0,train,test,Qual a cantora que sempre aceita chá? Pink.
5.2149.H,5.2149,H,1,train,train,"Qual o filme da Disney que o Faustão mais gosta? A Bela e Essa Fera, Bicho!"
5.1098.H,5.1098,H,1,train,train,Qual a sobremesa oficial da Marvel?  A THORta.
4.94.H,4.94,H,1,train,train,"Numa escola de Beja, a professora faz a chamada dos alunos. Qual é o filme? Tou, stori."
5.1623.N,5.1623,N,0,train,train,Qual é a cantora que é o ponto fraco do superman? A Beyouncé.
4.277.H,4.277,H,1,train,validation,Como é que os alpinistas se cumprimentam? Cume é que é!
5.2012.N,5.2012,N,0,train,train,Que apresentador vive tomando Dramin? Rodrigo Faro
5.1236.N,5.1236,N,0,train,train,Qual instrumento mais gelado que existe? Flauta.
5.1982.N,5.1982,N,0,train,train,Quem cuida da documentação na floresta? O cartório
4.473.N,4.473,N,0,train,validation,Quem estiver desempregado fale com alguns empresários da restauração . Ouvi dizer que têm falta de trabalhadores.
5.2040.N,5.2040,N,0,train,train,Felipe Melo se lesionou e passou vários dias na fisioterapia . Qual doce ele mais comeu nesse período? Chocolate
5.2751.H,5.2751,H,1,train,train,Qual aviamento não para quieto? Os Zíper Ativos
4.194.N,4.194,N,0,train,train,Como é que se faz uma ultrapassagem na Palestina? Pela esquerda.
4.434.N,4.434,N,0,train,train,Para onde vão os dentistas quando morrem? Para o cemitério.
5.1405.N,5.1405,N,0,train,train,Qual é o personagem da Marvel que usa rastafari? Pantera Negra.
5.700.N,5.700,N,0,train,test,Qual alimento respeita a igreja católica e a medicina oriental? Vinho.
5.3004.H,5.3004,H,1,train,train,Qual refeição que volta mais rápido do que vai? Backfast.
5.3967.N,5.3967,N,0,train,train,Qual o candidado favorito do Cerveró? Lula.
5.1549.H,5.1549,H,1,train,test,Qual site de relacionamento só para menores de 18 anos? Teender.
5.837.H,5.837,H,1,train,train,Qual o maior órgão feminino? Hímensidão.
5.2613.H,5.2613,H,1,train,test,Por que ninguém suportava o caipira que pilotava um caça? Porque era um jato de galocha.
5.326.H,5.326,H,1,train,validation,Qual é a banda de rock que mais faz sucesso no terreiro? Led Zépillintra
4.290.N,4.290,N,0,train,train,Como é que o menino ficou zarolho? A mãe estava a cozinhar e disse-lhe: Luís vou ali à loja . Deita-me aí um alho na comida.
5.774.N,5.774,N,0,train,train,Qual a cidade em que os parceiros não entregam o colega pra polícia no interrogatório? São Paulo?
5.1708.N,5.1708,N,0,train,train,Qual é a capacidade do pendrive de um baiano? Um Tera.
5.2538.H,5.2538,H,1,train,validation,Qual atriz da Globo tem o olho torto? Marieta Serveró.
5.514.H,5.514,H,1,train,train,"Qual a bebida do Alexandre, o grande? Xandon."
5.1875.H,5.1875,H,1,train,validation,Qual especialidade médica exigia cadáveres? Mortopedia 
4.436.H,4.436,H,1,train,train,Sementes. Deus castiga.
5.3928.N,5.3928,N,0,train,test,Qual é o cantor que adora novas tecnologias? Túlio Abelha.
5.3466.N,5.3466,N,0,train,validation,Cantora que nunca tem data disponível pra show? Zizi Possi.
5.1697.H,5.1697,H,1,train,train,"Como descobrir as horas olhando para o cu de outra pessoa? Enfiando um relógio anal, lógico"
5.355.N,5.355,N,0,train,train,Como se chama o vampiro pederasta? Conde Vlad.
5.2459.N,5.2459,N,0,train,train,Qual é o animal que nunca ganha nada? O ganso.
4.94.N,4.94,N,0,train,train,"Numa escola de Beja, a professora faz a chamada dos alunos . Qual é o filme? Un aluno brilhante."
5.1158.N,5.1158,N,0,train,train,Qual o presidente que foi beber água e não achou nada? Collor.
5.595.N,5.595,N,0,train,train,O que a rainha come de manhã? Requeijão.
5.1234.N,5.1234,N,0,train,train,Qual o nome da namorada do John Lennon que beijava mulheres? Ana Julia.
5.1233.N,5.1233,N,0,train,validation,Por que a criança voltou da casa dos avós sem a mão? Porque era desastrada.
4.565.H,4.565,H,1,train,train,Qual é o chocolate que só tem duas semanas de validade? O Twix.
4.32.H,4.32,H,1,train,validation,"Era uma vez duas pizzas. Uma estava triste, então a outra vira-se: pizza-ria."
4.257.N,4.257,N,0,train,test,Um homem foi para a guerra e perdeu os dois pés . Qual é o filme? O pestinha.
5.1623.H,5.1623,H,1,train,test,Qual é a cantora que é o ponto fraco do superman? A KryptoAnitta.
4.183.H,4.183,H,1,train,train,Como é que o António se chama quando anda de autocarro? Tony Carreira.
5.1767.H,5.1767,H,1,train,train,Por que é irônico ter um táxi em Far Cry? Porque é um jogo da Ubersoft. 
5.2324.H,5.2324,H,1,train,validation,Por que os países da Europa vivem bagunçados? Por causa da Zona do Euro.
5.1415.N,5.1415,N,0,train,train,Qual é o nome do mosquito da dengue? Aedes aegypti.
5.3477.H,5.3477,H,1,train,train,Qual o monumento mais sujo de Londres? Pig Ben.
5.87.N,5.87,N,0,train,validation,Qual a embarcação criada para salvar os dinossauros do dilúvio? A arca
5.423.H,5.423,H,1,train,train,Qual deus grego não tem talento pra ser deus? Posemdom
5.2347.N,5.2347,N,0,train,test,Qual nome se dá quando cai uma parte de um estádio? Tragédia.
5.202.N,5.202,N,0,train,train,Por que o Sílvio Santos só entra em casa depois que o olho dele é escaneado? Porque a porta só abre com reconhecimento de Íris.
5.751.N,5.751,N,0,train,train,Qual o carro que também é um sinônimo pra uma transa? Ford Ká.
5.458.N,5.458,N,0,train,train,Em qual lugar do Brasil eu faço questão de passar germes para as divindades religiosas? Rio de Janeiro!
5.1315.H,5.1315,H,1,train,train,Por que o jogador quando faz uma falta sempre levanta os braços para cima? Por força do árbitro.
4.507.H,4.507,H,1,train,test,Como é que se faz azeite virgem? Com as azeitonas que não foram comidas.
5.2960.N,5.2960,N,0,train,train,Por que nenhum avião conseguia aterrizar direito? Porque estavam aterrissando no meio da tempestade.
5.454.H,5.454,H,1,train,train,Por que a criança vivia no quarto sem poder falar nada? Porque foi criado mudo.
4.427.N,4.427,N,0,train,train,Ao gajo que inventou o zero: Obrigado pelo número !
5.1492.H,5.1492,H,1,train,train,Por que o cowboy largou tudo para trabalhar na KGB? Porque ele era um ex-pião.
4.106.H,4.106,H,1,train,test,Qual é a flor que os homens mais gostam de oferecer às mulheres? Tulimpas.
5.1921.H,5.1921,H,1,train,train,Por que o jardineiro tira a roupa quando põe sabão no jardim? Porque ele gosta desse cu regar! 
4.753.H,4.753,H,1,train,validation,O meu pai tem uma loja de material elétrico. É por isso que tenho pilhas de graça.
5.3610.N,5.3610,N,0,train,train,Qual é a série em que todo mundo que é policial tem que sair? Dr. House
4.572.H,4.572,H,1,train,train,O que é que um ator faz quando vê outro? Acena.
5.3068.N,5.3068,N,0,train,train,Qual conselho pros maus perdedores? Aceita que dói menos.
4.304.N,4.304,N,0,train,train,Qual é a festa que anda aí de boca em boca? É a after party!
5.1156.N,5.1156,N,0,train,train,"Qual o personagem que não faz questão de estar certo o tempo todo? Romeu, do Romeu e Julieta."
5.776.H,5.776,H,1,train,test,O que o Pelé sente na pele? Peleconceito.
4.416.H,4.416,H,1,train,train,Que ator é o maior pão de Hollywood? O Bread Pitt.
4.58.H,4.58,H,1,train,train,O que são cinco pontos coloridos num jardim? São os Flower Rangers.
4.137.H,4.137,H,1,train,train,"Como é que se diz ""obrigado"" em indiano? Chamuças gracias."
5.914.N,5.914,N,0,train,train,Qual é a cantora que tem medo de um animal específico? Zizi Possi.
5.3535.H,5.3535,H,1,train,train,Por que a empresária tomou sal de frutas? Porque ela era má de gestão.
5.1167.N,5.1167,N,0,train,train,Quem é o musico rei do tempo em dose dupla? B B King
5.3898.N,5.3898,N,0,train,train,Por que as fitas de videocassete se popularizaram tão rápido? Porque fez a população se gravar.
5.1088.H,5.1088,H,1,train,test,Qual cidade vive resfriada? Atchimbaia
5.3076.N,5.3076,N,0,train,train,"O que que o Quico disse quando viu a Daenerys pelada no episódio de Game of Thrones? Nossa, nossa, nossa...Você me deixa louco!"
5.2101.N,5.2101,N,0,train,train,Qual é a funkeira mais famosa nas Oktoberfests? Anitta
5.583.H,5.583,H,1,train,train,Qual o unico técnico de futebol que temos certeza que é desse planeta? Humano Menezes.
5.4.H,5.4,H,1,train,train,Qual é o sabor da bala preferida da galera do hospício? Dementos.
5.3992.N,5.3992,N,0,train,validation,Qual carro tem TV a cabo? Gol.
5.555.N,5.555,N,0,train,train,Qual o sanduíche preferido da turma do Chaves? Misto.
5.3901.H,5.3901,H,1,train,train,Qual o time de futebol que me deixa cheio? Fullmenense.
5.1394.N,5.1394,N,0,train,train,O que é um pontinho verde no mundo de Dragon Ball Z? É uma planta.
5.3143.H,5.3143,H,1,train,train,Qual o pós-sol dos heróis? Os Vinga Ardores.
5.3914.N,5.3914,N,0,train,validation,Qual banda de pagode que só toca no sertão? Só Pra Contrariar.
4.521.H,4.521,H,1,train,test,Eu não sou supersticioso. Sou só um pouco sticioso.
4.649.H,4.649,H,1,train,train,"Está um cego numa discoteca, de repente perde a bengala e diz: Alto e pára o braille!"
5.4039.H,5.4039,H,1,train,validation,Qual grupo baiano é tranquilo? Ara quieto.
4.158.N,4.158,N,0,train,train,Uma mulher estava indecisa entre comprar uma blusa azul e uma vermelha . Acabou por levar a vermelha . Qual é o filme? Lagoa azul.
5.3480.N,5.3480,N,0,train,train,Qual axé mais fácil de tocar? Faraó.
5.1614.H,5.1614,H,1,train,train,O que dizer pra um cego que tenta ler mas não consegue? Segue o braille
5.3717.H,5.3717,H,1,train,train,Qual o diretor mais bem sucedido do Tocantins? Brian de Palmas 
5.3762.N,5.3762,N,0,train,test,Qual é o jogador de futebol que sempre se protege do sol? Ronaldinho
5.651.N,5.651,N,0,train,train,Qual ator de Hollywood tem a melhor mira do mundo? O Sylvester Stallone.
5.1240.N,5.1240,N,0,train,train,Onde o pedreiro anão vai nos fins de semana? Na escola infantil.
5.1673.H,5.1673,H,1,train,train,Qual é o nome para se colocar na filha do salva-vidas? Socorro.
5.3468.N,5.3468,N,0,train,train,Qual jornalista consegue tirar a medida de todos os lugares? Sandra Annenberg.
4.542.N,4.542,N,0,train,test,Qual é o prato perfeito dos dentistas? Pasta frittata.
4.178.N,4.178,N,0,train,train,Que nome se dá a um grupo de homens às compras com as mulheres? Casais harmoniosos.
5.3092.N,5.3092,N,0,train,train,Por que o concierge ia sempre arrumado pra escola? Porque era um colégio em terno.
5.2879.N,5.2879,N,0,train,train,Cantor favorito dos felinos? Xuxa
4.18.N,4.18,N,0,train,train,"Cristiano Ronaldo, está nervoso para o jogo com a Suécia? Não, confiante."
4.650.N,4.650,N,0,train,train,Qual é a religião dos gatos? Católica.
4.306.H,4.306,H,1,train,train,Qual é o contrário de skate? Molhei-te.
5.1309.H,5.1309,H,1,train,test,Por que a escada estava gelada? Porque tinha pouco de grau.
4.122.N,4.122,N,0,train,validation,O que é um byte? São oito bites.
5.109.H,5.109,H,1,train,train,Qual ferramenta não está mais aqui? Foice.
5.2091.H,5.2091,H,1,train,train,Qual é o videogame que já vem com banheiro dentro? O Nintendo Suíte 
5.3172.N,5.3172,N,0,train,test,Onde a vaca compra ovo de Páscoa? Na Cacau show.
5.1708.H,5.1708,H,1,train,train,Qual cantora é muito aérea? Dua Pipa.
5.311.H,5.311,H,1,train,train,Por que o pato tem inveja do cachorro? Porque ele tem 4 patas.
5.2671.N,5.2671,N,0,train,test,Qual o romano mais malhado que houve? Pôncio Pilates.
5.3026.N,5.3026,N,0,train,test,Qual estado americano é um saco de viver? Utah!
5.3793.H,5.3793,H,1,train,train,Qual rede das lojas é maior que o Trump? Mais que Donald.
4.470.N,4.470,N,0,train,validation,Porque é que o mar é grande? Porque os peixes fazem blue...blue...blue ...
5.1549.N,5.1549,N,0,train,train,Qual site de relacionamento só para maiores de 18 anos? Tinder.
4.56.N,4.56,N,0,train,test,Porque é que os contabilistas são bons a fazer contas? Porque tabuada é com eles.
5.822.N,5.822,N,0,train,train,Qual salgado você pergunta se vale a pena comer? Pastel ...
5.546.N,5.546,N,0,train,train,Qual o apresentador que já pode ir pra casa? Gugu.
5.263.H,5.263,H,1,train,train,Qual é o nome do filme protagonizado por duas motos bem nervosas? Fúria de titãs.
5.89.N,5.89,N,0,train,train,Por que o cozinheiro vivia sozinho? Porque ele ligava o exaustor.
5.872.N,5.872,N,0,train,test,Qual comediante vive com calor? Renato Aragão.
4.123.H,4.123,H,1,train,train,Porque é que os fantasmas não vão ao teatro? Porque é ao vivo.
5.986.H,5.986,H,1,train,train,Qual é o jogo de tabuleiro favorito do Goku? Genki Damas.
5.1065.N,5.1065,N,0,train,train,Qual a cidade que deixa a gente em pedaços? Nova York.
4.505.H,4.505,H,1,train,test,"O casamento é muito bonito e tal, mas se casares com a pessoa errada, é como a COVID-19. Todo os dias novos casos."
5.3659.H,5.3659,H,1,train,train,Qual integrante dos Castro Brothers gosta de te estudar na língua culta? Estudar-te
5.2310.N,5.2310,N,0,train,train,Qual pessoa sempre cria caso por nada durante o casamento? Dama de honra
5.3056.H,5.3056,H,1,train,train,Qual personagem mais incrível de GOT? Sansacional!
5.67.H,5.67,H,1,train,test,Qual é a parte da célula que ninguém suporta? Ridículo Endoplasmático.
5.3736.H,5.3736,H,1,train,train,Qual clube campeão da Libertadores consegue segurar bebês gêmeos? Colo-Colo.
5.2336.H,5.2336,H,1,train,train,Qual meio-campo brasileiro tem uma estatura baixíssima? Philippe Curtinho.
5.3589.H,5.3589,H,1,train,train,O que aconteceu com o advogado do diabo? Ele ficou processo.
5.3251.H,5.3251,H,1,train,train,"Por que Fernando foi preso por matar, e Gonçalves não? Porque matam coisas diferentes: Gonçalves Dias, e o Fernando Pessoas."
5.281.H,5.281,H,1,train,train,Qual é o cantor que melhor improvisa com as ferramentas que tem à disposição? Sidney Magayver.
2.5.N,2.5,N,0,train,test,Sabe por que não seria bom um filme só sobre números? Porque seria uma matemática.
5.1685.H,5.1685,H,1,train,train,"Toda vez que um rapaz entrava no banheiro, ouvia-se o som de um pintinho. Qual o nome do filme? O homem que o cu piava."
5.1613.N,5.1613,N,0,train,test,"Como se faz para uma laranja virar uma cobra? Faz cosquinha nela, aí nada acontece."
5.1953.N,5.1953,N,0,train,train,Qual atriz brasileira foi inspirada pelo professor Raimundo? Tatá Werneck.
1.6.N,1.6,N,0,train,train,"Você sabe qual é a montanha mais alta de todas? O vulcão . Porque primeiro solta cinzas . E depois, lava."
5.179.N,5.179,N,0,train,train,Qual é o nerd que bate na própria casa? Nerdinho de Paula.
5.2903.H,5.2903,H,1,train,test,Que vegetal decretou o fim de uma banda de axé? Abóbora CaboTchan 
5.1428.N,5.1428,N,0,train,train,Qual parte do carro inibe os efeitos da maconha? O ventilador.
5.85.H,5.85,H,1,train,train,Qual é a tartaruga ninja que vive na Disney?  O Mickeylângelo.
4.420.N,4.420,N,0,train,validation,Porque é que a Joana foi à farmácia? Foi comprar creme para os pontos negros.
5.2030.H,5.2030,H,1,train,validation,Qual o canal infantil favorito dos peixes trabalhadores? Atum Network 
4.574.H,4.574,H,1,train,test,Porque é que a cigarra morreu? Porque tentou pinar um cigarro.
2.22.H,2.22,H,1,train,train,Aquilo todo mundo viu. Até o Clodovil.
4.12.N,4.12,N,0,train,train,"Havia um DJ tão bom, mas tão bom, que nem sequer gravava sets."
5.664.N,5.664,N,0,train,train,O que o 3 disse pro 4? Não vem que não tem!
5.998.N,5.998,N,0,train,train,Qual é o comediante mais culto? Marcelo Adnet.
4.637.N,4.637,N,0,train,train,O que faz uma pessoa surda? Finge que ouve.
4.612.N,4.612,N,0,train,train,"Porque se diz "" mau ambiente ""? Porque já destruímos metade."
5.2851.N,5.2851,N,0,train,train,"Qual cantor gosta de se exercitar, mas não vai na academia? O Alexandre Pires!"
5.4101.N,5.4101,N,0,train,train,Qual animal vive vomitando? Gato.
4.201.N,4.201,N,0,train,validation,Era uma vez uma cidade onde quase todas as motos eram Yamaha . Qual é o filme? Pocahontas.
5.979.N,5.979,N,0,train,test,Qual doce causa vômito em crianças latinas? Enjoa niña.
5.3830.N,5.3830,N,0,train,train,De quem é essa dúzia? Não sei.
4.729.N,4.729,N,0,train,train,Qual é a árvore mais sexy? É a Oliveira.
5.3068.H,5.3068,H,1,train,train,Qual a seita dos maus perdedores? A seita que dói menos.
5.802.H,5.802,H,1,train,train,Qual cantora sempre pede livros infantis? Demi Lobato
5.3090.N,5.3090,N,0,train,train,Onde se pendura um mapa? Atrás da porta.
5.2584.H,5.2584,H,1,train,test,Qual personagem do Chaves adora sexo anal? Chuquinha.
5.655.N,5.655,N,0,train,train,Por que a manicure ficou milionária? Porque acertou na Mega Sena.
4.120.N,4.120,N,0,train,test,Que nome se dá a um árabe com problemas de visão? Árabe.
5.783.N,5.783,N,0,train,train,Qual a tartaruga ninja que é amiga das abelhas? O Leonardo
5.2752.N,5.2752,N,0,train,test,""" "" "" Qual o poeta mais mortal da língua portuguesa? Mário Quintana "" "" """
5.684.N,5.684,N,0,train,train,Qual é a nota musical mais tocada na farmácia? tim tim.
5.466.H,5.466,H,1,train,train,Por que o jardineiro não brigou com a planta? Porque ele sempre arrega.
